Id,Acronym,Name,Color,ConferenceId,ConferenceName,DivisionId,DivisionName,StateId,StateName,City,Logo,History,Players,Seasons
1610612739,CLE,Cleveland Cavaliers,,1,Eastern Conference,2,Central,OH,Ohio,Cleveland,https://upload.wikimedia.org/wikipedia/commons/4/4b/Cleveland_Cavaliers_logo.svg,"The Cleveland Cavaliers (often referred to as the Cavs) are an American professional basketball team based in Cleveland. The Cavaliers compete in the National Basketball Association (NBA) as a member of the Central Division of the Eastern Conference. The team began play as an expansion team in 1970, along with the Portland Trail Blazers and Buffalo Braves. Home games were first held at Cleveland Arena from 1970 to 1974, followed by the Richfield Coliseum from 1974 to 1994. Since 1994, the Cavs have played home games at Rocket Mortgage FieldHouse in downtown Cleveland, which is shared with the Cleveland Monsters of the American Hockey League. Dan Gilbert has owned the team since March 2005.

The Cavaliers opened their inaugural season by losing their first 15 games and struggled in their early years, placing no better than sixth in the Eastern Conference during their first five seasons. The team won their first Central Division title in 1976, which also marked the first winning season and playoff appearance in franchise history, where they advanced to the Eastern Conference Finals. The franchise was purchased by Ted Stepien in 1980. Stepien's tenure as owner was marked by six coaching changes, questionable trades and draft decisions, and poor attendance, leading to $15 million in financial losses. The Cavs went 66–180 over the course of those three seasons and endured a 24-game losing streak spanning the 1981–82 and 1982–83 seasons.

George and Gordon Gund purchased the franchise in 1983. During the latter half of the 1980s and through much of the 1990s, the Cavs were a regular playoff contender – led by players such as Mark Price and Brad Daugherty – and advanced to the Eastern Conference Finals in 1992. After the team's playoff appearance in the 1997–98 season, however, the Cavs had six consecutive losing seasons with no playoff action. Cleveland was awarded with the top overall pick in the 2003 draft, and they selected LeBron James. Behind James and Zydrunas Ilgauskas, the Cavaliers again became a regular playoff contender by 2005. They made their first appearance in the NBA Finals in 2007 after winning the first Eastern Conference championship in franchise history. After failing to return to the NBA Finals in the ensuing three seasons, James joined the Miami Heat in 2010. As a result, the Cavaliers finished the 2010–11 season last in the conference, enduring a 26-game losing streak, the second-longest in NBA history. Between 2010 and 2014, however, the team won the top pick in the NBA draft lottery three times – first in 2011 where they selected Kyrie Irving, and again in 2013 and 2014.

After four seasons with the Heat and having won back-to-back titles in the 2011–12 and 2012–13 seasons, James returned to the Cavs in 2014 and led the team to four straight NBA Finals appearances. In 2016, the Cavaliers won their first NBA Championship, marking Cleveland's first major sports title since 1964. The 2016 NBA Finals victory over the Golden State Warriors marked the first time in Finals history a team had come back to win the series after trailing, 3–1. The Cavaliers have 23 playoff appearances and have won seven Central Division titles, five Eastern Conference titles and one NBA title.",0,0
1610612742,DAL,Dallas Mavericks,,2,Western Conference,6,Southwest,TX,Texas,Dallas,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROztQ8rKmG98ie2t1plfgwx1eTiS8a8_m0EOnDl_zzGg&s,,0,0
1610612743,DEN,Denver Nuggets,,2,Western Conference,3,Northwest,CO,Colorado,Denver,https://logosmarcas.net/wp-content/uploads/2020/07/Denver-Nuggets-Logo.png,,0,0
1610612765,DET,Detroit Pistons,,1,Eastern Conference,2,Central,MI,Michigan,Detroit,https://upload.wikimedia.org/wikipedia/commons/c/c9/Logo_of_the_Detroit_Pistons.svg,"The Detroit Pistons are an American professional basketball team based in Detroit. The Pistons compete in the National Basketball Association (NBA) as a member of the Central Division of the Eastern Conference. The team plays its home games at Little Caesars Arena, located in Midtown Detroit. Founded in Fort Wayne, Indiana as a semi-professional company basketball team called the Fort Wayne Zollner Pistons in 1937, they would turn pro in 1941 as a member of the National Basketball League (NBL), where they won two NBL championships: in 1944 and 1945. The Pistons later joined the Basketball Association of America (BAA) in 1948. The NBL and BAA merged to become the NBA in 1949, and the Pistons became part of the merged league.[1][8] In 1957, the franchise moved to Detroit. The Pistons have won three NBA championships: in 1989, 1990 and 2004.",0,0
1610612765,FTW,Fort Wayne Pistons,,1,Eastern Conference,,,IN,Indiana,Fort Wayne,,,0,0
1610612744,GOS,Golden State Warriors,,2,Western Conference,4,Pacific,CA,California,San Francisco,https://cdn.nba.com/logos/nba/1610612744/global/D/logo.svg,,0,0
1610612744,GSW,Golden State Warriors,,2,Western Conference,4,Pacific,CA,California,San Francisco,https://upload.wikimedia.org/wikipedia/en/0/01/Golden_State_Warriors_logo.svg,"The Golden State Warriors are an American professional basketball team based in San Francisco. The Warriors compete in the National Basketball Association (NBA) as a member of the Pacific Division of the Western Conference. Founded in 1946 in Philadelphia, the Warriors moved to the San Francisco Bay Area in 1962 and took the city's name, before changing its geographic moniker to Golden State in 1971. The club plays its home games at the Chase Center.

The Warriors won the inaugural Basketball Association of America (BAA) championship in 1947, and won again in 1956, led by Hall of Fame trio Paul Arizin, Tom Gola, and Neil Johnston. After the trade of star Wilt Chamberlain in January 1965, the team finished the 1964–65 season with the NBA's worst record (17–63). Their rebuilding period was brief due in large part to the Warriors' drafting of Rick Barry four months after the trade. In 1975, star players Barry and Jamaal Wilkes powered the Warriors to their third championship, widely considered one of the biggest upsets in NBA history.

The team struggled in the 1980s, then became playoff regulars at the turn of the decade with stars Tim Hardaway, Mitch Richmond, and Chris Mullin, nicknamed ""Run TMC"". Led by Stephen Curry, Klay Thompson, and Draymond Green, the team returned to championship glory in 2015, with defensive swingman Andre Iguodala being named Finals MVP. In 2016, the Warriors set the record for best regular season record at 73-9 before losing the Finals to the Cleveland Cavaliers (against whom they played a record four straight finals) and becoming the first team to lose a series after leading 3–1 in the Finals. After signing former MVP Kevin Durant, the team won back-to-back championships in 2017 and 2018 (Durant winning both Finals MVPs). They lost the 2019 Finals to the Toronto Raptors, a series which saw Durant and Thompson suffer serious Achilles and ACL injuries, respectively; Durant left that off-season. After missing the playoffs the following two seasons, the Warriors returned to the playoffs with a healthy Thompson and a new supporting cast that included All-Star Andrew Wiggins and key scorer Jordan Poole; they defeated the Boston Celtics in the 2022 Finals, where Curry won his first Finals MVP. The Warriors' dynasty has seen the team win four titles in eight seasons, as well as reach five consecutive Finals from 2015 to 2019 (six Finals in eight years); Curry, Green, Thompson, and Iguodala were on all four 21st century championship teams, Shaun Livingston and Kevon Looney were on three each.

Nicknamed the ""Dubs"" as a shortening of ""W's"", the Warriors hold several NBA records: best regular season, most wins in a season (regular season and postseason combined), and best postseason run. Curry and Thompson are generally considered among the greatest backcourts of all time. The Warriors have the third most NBA championships and have the third most Finals appearances; only the Los Angeles Lakers and Boston Celtics have more. Wilt Chamberlain and Stephen Curry have been named the NBA's MVPs while playing for the Warriors, for a total of three MVP awards.",0,0
1610612745,HOU,Houston Rockets,,2,Western Conference,6,Southwest,TX,Texas,Houston,https://upload.wikimedia.org/wikipedia/en/2/28/Houston_Rockets.svg,"The Houston Rockets are an American professional basketball team based in Houston. The Rockets compete in the National Basketball Association (NBA) as a member of the Southwest Division of the Western Conference. The team plays its home games at the Toyota Center, located in Downtown Houston. Throughout its history, Houston has won two NBA championships and four Western Conference titles. It was established in 1967 as the San Diego Rockets, an expansion team originally based in San Diego. In 1971, the Rockets relocated to Houston.

The Rockets won only 15 games in their debut season as a franchise in 1967. In the 1968 NBA draft, the Rockets were awarded the first overall pick and selected power forward Elvin Hayes, who would lead the team to its first playoff appearance in his rookie season. The Rockets did not finish a season with a winning record for almost a decade until the 1976–77 season, when they traded for All-Star center Moses Malone from the American Basketball Association (ABA). Malone went on to win the NBA Most Valuable Player (MVP) award twice while playing with the Rockets and led Houston to the Eastern Conference Finals in his first year with the team. During the 1980–81 season, the Rockets finished the regular season with a 40–42 record but still made the playoffs. Led by Malone, the Rockets reached their first NBA Finals in 1981, becoming only the second team in NBA history to do so with a losing record. They would lose in six games to the 62–20 Boston Celtics, led by Larry Bird, Robert Parish, and future Rockets head coach Kevin McHale. As of 2023, the 1980–81 Rockets are the last team since the 1958–59 Minneapolis Lakers to make it all the way to the NBA Finals with a losing record.

In the 1984 NBA draft, once again with the first overall pick, the Rockets drafted center Hakeem Olajuwon, who would become the cornerstone of the most successful period in franchise history. Paired with 7-foot-4-inch (2.24 m) Ralph Sampson, they formed one of the tallest front courts in the NBA. Nicknamed the ""Twin Towers"", they led the team to the 1986 NBA Finals—the second NBA Finals appearance in franchise history—where Houston was again defeated by Larry Bird and the 67-win Boston Celtics. The Rockets continued to reach the playoffs throughout the 1980s, but failed to advance past the first round for several years following a second-round defeat to the Seattle SuperSonics in 1987. Rudy Tomjanovich took over as head coach midway through the 1991–92 season, ushering in the most successful period in franchise history. Led by Olajuwon, the Rockets dominated the 1993–94 season, setting a then-franchise record 58 wins and went to the 1994 NBA Finals—the third NBA Finals appearance in franchise history—and won the franchise's first championship against Patrick Ewing and the New York Knicks. During the following season, reinforced by another All-Star, Clyde Drexler, the Rockets—in their fourth NBA Finals appearance in franchise history—repeated as champions with a four-game sweep of the Orlando Magic, which was led by a young Shaquille O'Neal and Penny Hardaway. Houston, which finished the season with a 47–35 record and was seeded sixth in the Western Conference during the 1995 playoffs, became the lowest-seeded team in NBA history to win the title.

The Rockets acquired all-star power forward Charles Barkley in 1996, but the presence of three of the NBA's 50 greatest players of all-time (Olajuwon, Drexler, and Barkley) was not enough to propel Houston past the Western Conference Finals. Each one of the aging trio had left the team by 2001. The Rockets of the early 2000s, led by superstars Tracy McGrady and Yao Ming, followed the trend of consistent regular season respectability followed by playoff underachievement as both players struggled with injuries. After Yao's early retirement in 2011, the Rockets entered a period of rebuilding, completely dismantling and retooling their roster.

The acquisition of franchise player James Harden in 2012 launched the Rockets back into perennial championship contention throughout the rest of the 2010s, with no losing seasons in Harden's nine-season tenure with the team. Harden broke countless franchise and NBA records while on the team, winning three consecutive scoring titles between 2018 and 2020, and leading the team to two Western Conference Finals appearances (both times losing to the Golden State Warriors). Prior to the 2020–21 season, head coach Mike D'Antoni and general manager Daryl Morey left the organization, prompting Harden to seek a trade. He was traded to the Brooklyn Nets[A] which started a rebuilding period.

Moses Malone, Hakeem Olajuwon, and James Harden have been named the NBA's MVPs while playing for the Rockets, for a total of four MVP awards. The Rockets, when piloted by Morey, were renowned for popularizing the use of advanced statistical analytics (similar to sabermetrics in baseball) in player acquisitions and style of play.",0,0
1610612754,IND,Indiana Pacers,,1,Eastern Conference,2,Central,IN,Indiana,Indiana,https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Indiana_Pacers.svg/1200px-Indiana_Pacers.svg.png,,0,0
1610610030,INO,Indianapolis Olympians,,,,,,IN,Indiana,Indianapolis,,,0,0
1610612758,KCK,Kansas City Kings,,,,,,KS,Kansas,Kansas,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDoVzWwtnlchVq1WOh0tgRH7pj1gFu6mSxARDbplXTvA&s,,0,0
1610612746,LAC,LA Clippers,,2,Western Conference,4,Pacific,CA,California,Los Angeles,https://cdn.nba.com/logos/nba/1610612746/global/L/logo.svg,,0,0
1610612747,LAL,Los Angeles Lakers,,2,Western Conference,4,Pacific,CA,California,Los Angeles,https://cdn.nba.com/logos/nba/1610612747/global/L/logo.svg,,0,0
1610612763,MEM,Memphis Grizzlies,,2,Western Conference,6,Southwest,TN,Tennessee,Memphis,https://upload.wikimedia.org/wikipedia/en/f/f1/Memphis_Grizzlies.svg,"The Memphis Grizzlies (referred to locally as the Grizz) are an American professional basketball team based in Memphis, Tennessee. The Grizzlies compete in the National Basketball Association (NBA) as a member of the Southwest Division of the Western Conference. The Grizzlies play their home games at FedExForum. The Grizzlies are currently the only team in the major professional North American sports leagues based in the city of Memphis, and the only professional basketball team in the state of Tennessee.

The team was originally established as the Vancouver Grizzlies in the city of Vancouver, Canada, an expansion team that joined the NBA for the 1995–96 season. After the 2000–01 season concluded, the Grizzlies left Vancouver and moved to Memphis.",0,0
1610612748,MIA,Miami Heat,,1,Eastern Conference,5,Southeast,FL,Florida,Miami,https://cdn.nba.com/logos/nba/1610612748/global/L/logo.svg,,0,0
1610612749,MIL,Milwaukee Bucks,,1,Eastern Conference,2,Central,WI,Wisconsin,Milwaukee,https://cdn.nba.com/logos/nba/1610612749/global/L/logo.svg,,0,0
1610612737,MIH,Milwaukee Hawks,,,,,,WI,Wisconsin,Milwaukee,,,0,0
1610612747,MNL,Minneapolis Lakers,,2,Western Conference,,,MN,Minnesota,Minnesota,https://cdn.ssref.net/req/202308241/tlogo/bbr/MNL-1952.png,,0,0
1610612750,MIN,Minnesota Timberwolves,,2,Western Conference,3,Northwest,MN,Minnesota,Minnesota,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Minnesota_Timberwolves_logo.svg/1200px-Minnesota_Timberwolves_logo.svg.png,,0,0
1610612751,NJN,New Jersey Nets,,1,Eastern Conference,1,Atlantic,NY,New York,New Jersey,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrNJ3vdgcTVmxjW_9ZNBx_nD0FZOYJkYm90ypDd_RnEQ&s,,0,0
1610612740,NOH,New Orleans Hornets,,2,Western Conference,5,Southeast,LA,Louisiana,New Orleans,,,0,0
1610612762,NOJ,New Orleans Jazz,,,,,,LA,Louisiana,New Orleans,https://content.sportslogos.net/logos/6/255/full/new_orleans_jazz_logo__9217.png,,0,0
1610612740,NOP,New Orleans Pelicans,,2,Western Conference,6,Southwest,LA,Louisiana,New Orleans,https://upload.wikimedia.org/wikipedia/en/0/0d/New_Orleans_Pelicans_logo.svg,,0,0
1610612752,NYK,New York Knicks,,1,Eastern Conference,1,Atlantic,NY,New York,New York,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/New_York_Knicks_logo.svg/1200px-New_York_Knicks_logo.svg.png,,0,0
1610612751,NYN,New York Nets,,1,Eastern Conference,4,Pacific,NY,New York,New York,,,0,0
1610612740,NOK,Oklahoma City Hornets,,2,Western Conference,6,Southwest,OK,Oklahoma,Oklahoma City,,,0,0
1610612760,OKC,Oklahoma City Thunder,,2,Western Conference,3,Northwest,OK,Oklahoma,Oklahoma City,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Oklahoma_City_Thunder.svg/1200px-Oklahoma_City_Thunder.svg.png,,0,0
1610612753,ORL,Orlando Magic,,1,Eastern Conference,5,Southeast,,,Orlando,,,0,0
1610612755,PHI,Philadelphia 76ers,,1,Eastern Conference,1,Atlantic,,,Philadelphia,,,0,0
1610612755,PHL,Philadelphia 76ers,,1,Eastern Conference,1,Atlantic,PA,Pennsylvania,Philadelphia,https://upload.wikimedia.org/wikipedia/commons/e/eb/Philadelphia-76ers-Logo-1977-1996.png,,0,0
1610612744,PHW,Philadelphia Warriors,,,,,,,,,,,0,0
1610612756,PHX,Phoenix Suns,,2,Western Conference,4,Pacific,,,Phoenix,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDl43tW9pP6Qwit-Ytr5DadO5uulwoHu9jZdQrVwVuQg&s,,0,0
1610612757,POR,Portland Trail Blazers,,2,Western Conference,3,Northwest,,,Portland,,,0,0
1610612758,ROC,Rochester Royals,,,,,,,,,,,0,0
1610612758,SAC,Sacramento Kings,,2,Western Conference,4,Pacific,,,Sacramento,,,0,0
1610612759,SAS,San Antonio Spurs,,2,Western Conference,6,Southwest,,,San Antonio,,,0,0
1610612759,SAN,San Antonio Spyrs,,,,,,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUxzn6HzXVoOdax-a3459uFIwuvS--r13HqQ&usqp=CAU,,0,0
1610612746,SDC,San Diego Clippers,,2,Western Conference,,,CA,California,San Diego,https://cdn.ssref.net/req/202308241/tlogo/bbr/SDC-1984.png,,0,0
1610612745,SDR,San Diego Rockets,,2,Western Conference,,,CA,California,San Diego,https://cdn.ssref.net/req/202308241/tlogo/bbr/SDR-1969.png,,0,0
1610612744,SFW,San Francisco Warriors,,,,,,,,,,,0,0
1610612760,SEA,Seattle SuperSonics,,,,,,,,,,,0,0
1610612737,STL,St. Louis Hawks,,,,,,,,,,,0,0
1610612755,SYR,Syracuse Nationals,,,,,,,,,,,0,0
1610612761,TOR,Toronto Raptors,,1,Eastern Conference,1,Atlantic,,,Toronto,,,0,0
1610612762,UTH,u,,,,,,,,,,,0,0
1610612762,UTA,Utah Jazz,,2,Western Conference,3,Northwest,,,Utah,,,0,0
1610612763,VAN,Vancouver Grizzlies,,2,Western Conference,,,VN,Vancouver - Canada,"Vancouver, CA",https://upload.wikimedia.org/wikipedia/en/1/1e/Vancouver_Grizzlies_logo.svg,"The Vancouver Grizzlies were a Canadian professional basketball team based in Vancouver. They were part of the Midwest Division of the Western Conference of the National Basketball Association (NBA). The team was established in 1995, along with the Toronto Raptors, as part of the NBA's expansion into Canada. Following the 2000–01 season, the team relocated to Memphis, Tennessee, United States and was renamed the Memphis Grizzlies. The Grizzlies played their home games at General Motors Place (now Rogers Arena) for all of their six seasons in Vancouver.

Like most expansion teams, the Grizzlies struggled in their early years. The team finished last in their division in five of its seasons, and never won more than 30% of its games in any of the team's seasons in Vancouver. In total, the team won 101 games, lost 359, and never qualified for the NBA playoffs. The two expansion teams were denied early draft picks in the first season, but the Grizzlies secured Shareef Abdur-Rahim in 1996 and Mike Bibby with the 2nd pick of the 1998 draft. The team continued to lose games despite high draft picks. After they selected Steve Francis as second pick in 1999, he refused to play in Vancouver and was traded away. After the 1998–99 lockout, lower attendance and a weak Canadian dollar caused the owner Orca Bay Sports and Entertainment to lose money on the franchise. After a failed attempt to sell the team to Bill Laurie, it was instead sold to Michael Heisley and subsequently moved to Memphis, Tennessee, for the 2001–02 season.",0,0
1610612764,WAS,Washington Wizards,,1,Eastern Conference,5,Southeast,,,Washington,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Washington_Wizards_logo.svg/1200px-Washington_Wizards_logo.svg.png,,0,0
